payment_id,order_id,payment_method,payment_status,amount
PAY093950,ORD093950,UPI,Completed,94682.0
PAY093951,ORD093951,Debit Card,Completed,250407.0
PAY093952,ORD093952,Debit Card,Failed,127277.0
PAY093953,ORD093953,Wallet,Completed,286484.0
PAY093954,ORD093954,Net Banking,Completed,644016.0
PAY093955,ORD093955,Credit Card,Pending,50758.0
PAY093956,ORD093956,UPI,Completed,270366.0
PAY093957,ORD093957,Wallet,Completed,382257.0
PAY093958,ORD093958,Net Banking,Failed,
PAY093959,ORD093959,Credit Card,Completed,10410.0
PAY093960,ORD093960,Net Banking,Completed,219430.0
PAY093961,ORD093961,Wallet,Completed,251753.0
PAY093962,ORD093962,Net Banking,Completed,93002.0
PAY093963,ORD093963,Credit Card,Completed,98964.0
PAY093964,ORD093964,Credit Card,Completed,
PAY093965,ORD093965,UPI,Failed,255868.0
PAY093966,ORD093966,Net Banking,Failed,
PAY093967,ORD093967,Debit Card,Completed,13296.0
PAY093968,ORD093968,Credit Card,Completed,
PAY093969,ORD093969,Debit Card,Completed,245174.0
PAY093970,ORD093970,Wallet,Completed,326854.0
PAY093971,ORD093971,UPI,Completed,200858.0
PAY093972,ORD093972,Credit Card,Failed,64264.0
PAY093973,ORD093973,Debit Card,Completed,
PAY093974,ORD093974,Credit Card,Completed,
PAY093975,ORD093975,UPI,Pending,
PAY093976,ORD093976,Credit Card,Completed,195585.0
PAY093977,ORD093977,Debit Card,Completed,
PAY093978,ORD093978,Credit Card,Completed,189094.0
PAY093979,ORD093979,Wallet,Failed,588867.0
PAY093980,ORD093980,Debit Card,Completed,87266.0
PAY093981,ORD093981,Credit Card,Completed,392404.0
PAY093982,ORD093982,UPI,Completed,
PAY093983,ORD093983,Debit Card,Completed,196565.0
PAY093984,ORD093984,Wallet,Completed,117331.0
PAY093985,ORD093985,Credit Card,Completed,
PAY093986,ORD093986,Wallet,Failed,12642.0
PAY093987,ORD093987,Net Banking,Completed,398613.0
PAY093988,ORD093988,UPI,Completed,
PAY093989,ORD093989,Credit Card,Completed,219718.0
PAY093990,ORD093990,Net Banking,Completed,188584.0
PAY093991,ORD093991,Credit Card,Completed,32562.0
PAY093992,ORD093992,Net Banking,Completed,
PAY093993,ORD093993,Net Banking,Completed,592419.0
PAY093994,ORD093994,Wallet,Completed,
PAY093995,ORD093995,Debit Card,Completed,363622.0
PAY093996,ORD093996,Wallet,Completed,196587.0
PAY093997,ORD093997,Credit Card,Completed,74088.0
PAY093998,ORD093998,Wallet,Completed,193820.0
PAY093999,ORD093999,Credit Card,Completed,87717.0
PAY094000,ORD094000,Credit Card,Failed,143352.0
PAY094001,ORD094001,UPI,Completed,689035.0
PAY094002,ORD094002,UPI,Completed,431677.0
PAY094003,ORD094003,UPI,Completed,89072.0
PAY094004,ORD094004,Net Banking,Completed,252499.0
PAY094005,ORD094005,UPI,Completed,230276.0
PAY094006,ORD094006,Debit Card,Completed,424459.0
PAY094007,ORD094007,Debit Card,Completed,35064.0
PAY094008,ORD094008,Credit Card,Completed,
PAY094009,ORD094009,Wallet,Pending,78616.0
PAY094010,ORD094010,Debit Card,Completed,
PAY094011,ORD094011,Credit Card,Completed,12249.0
PAY094012,ORD094012,Wallet,Completed,198394.0
PAY094013,ORD094013,Wallet,Completed,
PAY094014,ORD094014,Net Banking,Pending,32568.0
PAY094015,ORD094015,UPI,Completed,
PAY094016,ORD094016,UPI,Failed,789.0
PAY094017,ORD094017,Wallet,Completed,64020.0
PAY094018,ORD094018,Wallet,Completed,51252.0
PAY094019,ORD094019,UPI,Completed,7308.0
PAY094020,ORD094020,Wallet,Completed,113769.0
PAY094021,ORD094021,Wallet,Completed,272743.0
PAY094022,ORD094022,UPI,Completed,299156.0
PAY094023,ORD094023,UPI,Completed,
PAY094024,ORD094024,Wallet,Completed,404598.0
PAY094025,ORD094025,Net Banking,Completed,
PAY094026,ORD094026,Debit Card,Completed,
PAY094027,ORD094027,UPI,Completed,116620.0
PAY094028,ORD094028,Credit Card,Completed,
PAY094029,ORD094029,Debit Card,Completed,376320.0
PAY094030,ORD094030,Net Banking,Completed,122049.0
PAY094031,ORD094031,Debit Card,Completed,
PAY094032,ORD094032,UPI,Completed,
PAY094033,ORD094033,Wallet,Failed,175344.0
PAY094034,ORD094034,Credit Card,Completed,
PAY094035,ORD094035,Credit Card,Completed,146172.0
PAY094036,ORD094036,Credit Card,Completed,135590.0
PAY094037,ORD094037,Wallet,Failed,25221.0
PAY094038,ORD094038,Net Banking,Completed,271419.0
PAY094039,ORD094039,Wallet,Completed,
PAY094040,ORD094040,Debit Card,Completed,58006.0
PAY094041,ORD094041,Credit Card,Completed,
PAY094042,ORD094042,Wallet,Completed,
PAY094043,ORD094043,Wallet,Completed,32879.0
PAY094044,ORD094044,UPI,Completed,82312.0
PAY094045,ORD094045,Net Banking,Completed,238480.0
PAY094046,ORD094046,Credit Card,Completed,
PAY094047,ORD094047,Credit Card,Pending,13593.0
PAY094048,ORD094048,Debit Card,Failed,22714.0
PAY094049,ORD094049,UPI,Pending,
PAY094050,ORD094050,Wallet,Completed,148194.0
PAY094051,ORD094051,Wallet,Completed,77947.0
PAY094052,ORD094052,UPI,Completed,
PAY094053,ORD094053,UPI,Failed,
PAY094054,ORD094054,Wallet,Failed,247138.0
PAY094055,ORD094055,Net Banking,Completed,
PAY094056,ORD094056,UPI,Completed,65382.0
PAY094057,ORD094057,Debit Card,Completed,25287.0
PAY094058,ORD094058,Debit Card,Completed,199786.0
PAY094059,ORD094059,Credit Card,Pending,272093.0
PAY094060,ORD094060,Wallet,Completed,286671.0
PAY094061,ORD094061,Net Banking,Failed,
PAY094062,ORD094062,Net Banking,Completed,39991.0
PAY094063,ORD094063,Wallet,Completed,533607.0
PAY094064,ORD094064,Wallet,Completed,257660.0
PAY094065,ORD094065,Net Banking,Completed,444780.0
PAY094066,ORD094066,UPI,Completed,
PAY094067,ORD094067,Net Banking,Completed,137449.0
PAY094068,ORD094068,Credit Card,Failed,
PAY094069,ORD094069,Credit Card,Failed,140421.0
PAY094070,ORD094070,Debit Card,Failed,267756.0
PAY094071,ORD094071,Debit Card,Completed,87717.0
PAY094072,ORD094072,Net Banking,Completed,32900.0
PAY094073,ORD094073,Credit Card,Completed,46579.0
PAY094074,ORD094074,Net Banking,Completed,
PAY094075,ORD094075,Debit Card,Completed,
PAY094076,ORD094076,UPI,Failed,70431.0
PAY094077,ORD094077,Credit Card,Completed,
PAY094078,ORD094078,Debit Card,Completed,
PAY094079,ORD094079,Net Banking,Completed,
PAY094080,ORD094080,Wallet,Pending,153772.0
PAY094081,ORD094081,Credit Card,Failed,318779.0
PAY094082,ORD094082,UPI,Completed,272675.0
PAY094083,ORD094083,UPI,Completed,
PAY094084,ORD094084,Credit Card,Completed,
PAY094085,ORD094085,Debit Card,Completed,83460.0
PAY094086,ORD094086,Debit Card,Completed,454253.0
PAY094087,ORD094087,Debit Card,Completed,140277.0
PAY094088,ORD094088,UPI,Completed,416276.0
PAY094089,ORD094089,Debit Card,Completed,91024.0
PAY094090,ORD094090,UPI,Failed,586140.0
PAY094091,ORD094091,Wallet,Completed,6097.0
PAY094092,ORD094092,Net Banking,Completed,
PAY094093,ORD094093,Net Banking,Completed,44332.0
PAY094094,ORD094094,UPI,Completed,
PAY094095,ORD094095,Debit Card,Failed,304712.0
PAY094096,ORD094096,Wallet,Pending,59264.0
PAY094097,ORD094097,Wallet,Completed,108322.0
PAY094098,ORD094098,Net Banking,Completed,
PAY094099,ORD094099,Wallet,Completed,187440.0
PAY094100,ORD094100,UPI,Failed,
PAY094101,ORD094101,UPI,Completed,271908.0
PAY094102,ORD094102,UPI,Completed,39991.0
PAY094103,ORD094103,Credit Card,Completed,197873.0
PAY094104,ORD094104,Debit Card,Completed,33887.0
PAY094105,ORD094105,UPI,Completed,363459.0
PAY094106,ORD094106,Net Banking,Completed,
PAY094107,ORD094107,Credit Card,Completed,64388.0
PAY094108,ORD094108,Debit Card,Completed,
PAY094109,ORD094109,Wallet,Completed,124058.0
PAY094110,ORD094110,Wallet,Failed,
PAY094111,ORD094111,Credit Card,Completed,
PAY094112,ORD094112,UPI,Pending,108405.0
PAY094113,ORD094113,Net Banking,Completed,557208.0
PAY094114,ORD094114,Wallet,Completed,479675.0
PAY094115,ORD094115,UPI,Completed,347668.0
PAY094116,ORD094116,Wallet,Completed,152364.0
PAY094117,ORD094117,Credit Card,Completed,
PAY094118,ORD094118,Debit Card,Completed,464769.0
PAY094119,ORD094119,Debit Card,Failed,215680.0
PAY094120,ORD094120,Wallet,Completed,556627.0
PAY094121,ORD094121,Credit Card,Pending,69831.0
PAY094122,ORD094122,UPI,Completed,686235.0
PAY094123,ORD094123,Debit Card,Completed,
PAY094124,ORD094124,UPI,Completed,206993.0
PAY094125,ORD094125,Wallet,Failed,103904.0
PAY094126,ORD094126,Debit Card,Completed,
PAY094127,ORD094127,Credit Card,Completed,61094.0
PAY094128,ORD094128,Net Banking,Completed,377596.0
PAY094129,ORD094129,Debit Card,Completed,156644.0
PAY094130,ORD094130,Debit Card,Completed,100587.0
PAY094131,ORD094131,Credit Card,Completed,202062.0
PAY094132,ORD094132,Net Banking,Completed,437928.0
PAY094133,ORD094133,Net Banking,Failed,191238.0
PAY094134,ORD094134,Debit Card,Completed,
PAY094135,ORD094135,UPI,Completed,484196.0
PAY094136,ORD094136,Credit Card,Completed,134732.0
PAY094137,ORD094137,Credit Card,Completed,
PAY094138,ORD094138,Wallet,Pending,107853.0
PAY094139,ORD094139,Net Banking,Pending,38297.0
PAY094140,ORD094140,Net Banking,Completed,92115.0
PAY094141,ORD094141,Debit Card,Completed,90025.0
PAY094142,ORD094142,Debit Card,Completed,
PAY094143,ORD094143,Credit Card,Completed,
PAY094144,ORD094144,Debit Card,Completed,302112.0
PAY094145,ORD094145,Credit Card,Completed,471090.0
PAY094146,ORD094146,Wallet,Completed,306283.0
PAY094147,ORD094147,Net Banking,Completed,271380.0
PAY094148,ORD094148,Wallet,Completed,109066.0
PAY094149,ORD094149,UPI,Completed,398737.0
PAY094150,ORD094150,Net Banking,Failed,170400.0
PAY094151,ORD094151,Wallet,Completed,
PAY094152,ORD094152,Credit Card,Completed,452952.0
PAY094153,ORD094153,UPI,Completed,384333.0
PAY094154,ORD094154,Debit Card,Completed,208700.0
PAY094155,ORD094155,UPI,Completed,224639.0
PAY094156,ORD094156,Net Banking,Completed,172554.0
PAY094157,ORD094157,Net Banking,Completed,307548.0
PAY094158,ORD094158,Net Banking,Completed,233792.0
PAY094159,ORD094159,Credit Card,Completed,96752.0
PAY094160,ORD094160,Debit Card,Completed,64452.0
PAY094161,ORD094161,UPI,Completed,193755.0
PAY094162,ORD094162,Wallet,Completed,191900.0
PAY094163,ORD094163,Net Banking,Completed,706564.0
PAY094164,ORD094164,Debit Card,Completed,
PAY094165,ORD094165,Debit Card,Completed,197731.0
PAY094166,ORD094166,Wallet,Completed,252404.0
PAY094167,ORD094167,UPI,Completed,287372.0
PAY094168,ORD094168,UPI,Completed,
PAY094169,ORD094169,Wallet,Failed,
PAY094170,ORD094170,Debit Card,Completed,
PAY094171,ORD094171,Net Banking,Pending,
PAY094172,ORD094172,Credit Card,Completed,29401.0
PAY094173,ORD094173,UPI,Failed,71462.0
PAY094174,ORD094174,Credit Card,Completed,375254.0
PAY094175,ORD094175,Wallet,Completed,
PAY094176,ORD094176,Net Banking,Completed,
PAY094177,ORD094177,UPI,Completed,
PAY094178,ORD094178,Net Banking,Completed,
PAY094179,ORD094179,UPI,Completed,
PAY094180,ORD094180,Wallet,Completed,246819.0
PAY094181,ORD094181,Debit Card,Completed,370960.0
PAY094182,ORD094182,Wallet,Completed,65894.0
PAY094183,ORD094183,Net Banking,Completed,231864.0
PAY094184,ORD094184,Wallet,Completed,260260.0
PAY094185,ORD094185,Credit Card,Completed,659726.0
PAY094186,ORD094186,Credit Card,Failed,11971.0
PAY094187,ORD094187,Debit Card,Completed,120183.0
PAY094188,ORD094188,UPI,Pending,142924.0
PAY094189,ORD094189,Debit Card,Completed,142798.0
PAY094190,ORD094190,Net Banking,Completed,348929.0
PAY094191,ORD094191,Wallet,Pending,351984.0
PAY094192,ORD094192,Wallet,Completed,
PAY094193,ORD094193,Wallet,Completed,176200.0
PAY094194,ORD094194,Debit Card,Failed,329822.0
PAY094195,ORD094195,Wallet,Completed,190240.0
PAY094196,ORD094196,Credit Card,Completed,39144.0
PAY094197,ORD094197,Net Banking,Failed,6356.0
PAY094198,ORD094198,UPI,Completed,582193.0
PAY094199,ORD094199,Credit Card,Pending,211316.0
PAY094200,ORD094200,Credit Card,Completed,
PAY094201,ORD094201,UPI,Completed,322916.0
PAY094202,ORD094202,Debit Card,Completed,257952.0
PAY094203,ORD094203,Net Banking,Completed,50508.0
PAY094204,ORD094204,Net Banking,Completed,
PAY094205,ORD094205,Debit Card,Completed,19944.0
PAY094206,ORD094206,Debit Card,Completed,384576.0
PAY094207,ORD094207,Net Banking,Completed,414276.0
PAY094208,ORD094208,Debit Card,Pending,76578.0
PAY094209,ORD094209,Debit Card,Completed,205032.0
PAY094210,ORD094210,UPI,Completed,58041.0
PAY094211,ORD094211,UPI,Completed,76395.0
PAY094212,ORD094212,Wallet,Completed,475644.0
PAY094213,ORD094213,Wallet,Completed,
PAY094214,ORD094214,Credit Card,Failed,41668.0
PAY094215,ORD094215,Net Banking,Pending,98012.0
PAY094216,ORD094216,Wallet,Completed,94394.0
PAY094217,ORD094217,Debit Card,Completed,120183.0
PAY094218,ORD094218,UPI,Completed,78342.0
PAY094219,ORD094219,Credit Card,Completed,91024.0
PAY094220,ORD094220,UPI,Completed,391592.0
PAY094221,ORD094221,Net Banking,Completed,231171.0
PAY094222,ORD094222,UPI,Failed,78745.0
PAY094223,ORD094223,Debit Card,Completed,151178.0
PAY094224,ORD094224,Credit Card,Completed,103278.0
PAY094225,ORD094225,Net Banking,Completed,350745.0
PAY094226,ORD094226,Net Banking,Completed,47976.0
PAY094227,ORD094227,Wallet,Completed,143459.0
PAY094228,ORD094228,Wallet,Completed,
PAY094229,ORD094229,Debit Card,Completed,
PAY094230,ORD094230,Credit Card,Completed,187581.0
PAY094231,ORD094231,Wallet,Completed,
PAY094232,ORD094232,Net Banking,Completed,
PAY094233,ORD094233,Credit Card,Completed,64141.0
PAY094234,ORD094234,Debit Card,Completed,252923.0
PAY094235,ORD094235,Net Banking,Completed,
PAY094236,ORD094236,Wallet,Completed,81939.0
PAY094237,ORD094237,Net Banking,Completed,282393.0
PAY094238,ORD094238,UPI,Completed,
PAY094239,ORD094239,Credit Card,Completed,255783.0
PAY094240,ORD094240,Net Banking,Completed,86644.0
PAY094241,ORD094241,UPI,Completed,317312.0
PAY094242,ORD094242,Wallet,Completed,
PAY094243,ORD094243,UPI,Completed,433469.0
PAY094244,ORD094244,Debit Card,Completed,
PAY094245,ORD094245,UPI,Completed,254431.0
PAY094246,ORD094246,Net Banking,Completed,65136.0
PAY094247,ORD094247,Wallet,Completed,
PAY094248,ORD094248,UPI,Completed,179340.0
PAY094249,ORD094249,UPI,Completed,236340.0
PAY094250,ORD094250,UPI,Completed,469029.0
PAY094251,ORD094251,Wallet,Completed,193720.0
PAY094252,ORD094252,Net Banking,Completed,25458.0
PAY094253,ORD094253,Net Banking,Completed,284499.0
PAY094254,ORD094254,UPI,Completed,9720.0
PAY094255,ORD094255,Debit Card,Completed,
PAY094256,ORD094256,UPI,Completed,
PAY094257,ORD094257,Debit Card,Completed,102104.0
PAY094258,ORD094258,Wallet,Failed,574737.0
PAY094259,ORD094259,UPI,Completed,58164.0
PAY094260,ORD094260,Wallet,Completed,105972.0
PAY094261,ORD094261,Wallet,Failed,49422.0
PAY094262,ORD094262,Net Banking,Failed,
PAY094263,ORD094263,Wallet,Completed,179844.0
PAY094264,ORD094264,Credit Card,Failed,166234.0
PAY094265,ORD094265,Net Banking,Failed,
PAY094266,ORD094266,Wallet,Completed,
PAY094267,ORD094267,Net Banking,Failed,215793.0
PAY094268,ORD094268,Debit Card,Completed,414507.0
PAY094269,ORD094269,Credit Card,Completed,7624.0
PAY094270,ORD094270,UPI,Completed,127672.0
PAY094271,ORD094271,Wallet,Completed,78121.0
PAY094272,ORD094272,Net Banking,Completed,168863.0
PAY094273,ORD094273,Wallet,Completed,117352.0
PAY094274,ORD094274,Wallet,Completed,173652.0
PAY094275,ORD094275,Credit Card,Failed,142153.0
PAY094276,ORD094276,UPI,Completed,614.0
PAY094277,ORD094277,Credit Card,Completed,
PAY094278,ORD094278,Credit Card,Completed,554110.0
PAY094279,ORD094279,UPI,Completed,456514.0
PAY094280,ORD094280,Credit Card,Completed,
PAY094281,ORD094281,Credit Card,Completed,434436.0
PAY094282,ORD094282,Debit Card,Completed,
PAY094283,ORD094283,Wallet,Completed,
PAY094284,ORD094284,Debit Card,Failed,29400.0
PAY094285,ORD094285,Wallet,Completed,140261.0
PAY094286,ORD094286,Debit Card,Completed,25282.0
PAY094287,ORD094287,Debit Card,Completed,134214.0
PAY094288,ORD094288,Credit Card,Completed,
PAY094289,ORD094289,Debit Card,Completed,188864.0
PAY094290,ORD094290,Wallet,Completed,529366.0
PAY094291,ORD094291,Net Banking,Completed,111708.0
PAY094292,ORD094292,Net Banking,Completed,242544.0
PAY094293,ORD094293,UPI,Completed,119148.0
PAY094294,ORD094294,Credit Card,Completed,
PAY094295,ORD094295,Credit Card,Completed,288174.0
PAY094296,ORD094296,Net Banking,Failed,351869.0
PAY094297,ORD094297,Credit Card,Completed,33260.0
PAY094298,ORD094298,Credit Card,Completed,
PAY094299,ORD094299,Debit Card,Pending,279361.0
PAY094300,ORD094300,Debit Card,Completed,15620.0
PAY094301,ORD094301,Net Banking,Completed,83441.0
PAY094302,ORD094302,Net Banking,Failed,442940.0
PAY094303,ORD094303,Wallet,Failed,317766.0
PAY094304,ORD094304,Credit Card,Completed,241643.0
PAY094305,ORD094305,UPI,Completed,
PAY094306,ORD094306,Debit Card,Completed,155712.0
PAY094307,ORD094307,Credit Card,Completed,7079.0
PAY094308,ORD094308,Credit Card,Completed,48858.0
PAY094309,ORD094309,Net Banking,Completed,
PAY094310,ORD094310,UPI,Pending,
PAY094311,ORD094311,Net Banking,Failed,326506.0
PAY094312,ORD094312,Net Banking,Completed,117569.0
PAY094313,ORD094313,Wallet,Completed,116328.0
PAY094314,ORD094314,Net Banking,Completed,99562.0
PAY094315,ORD094315,Debit Card,Completed,
PAY094316,ORD094316,UPI,Completed,330285.0
PAY094317,ORD094317,Wallet,Completed,20744.0
PAY094318,ORD094318,Net Banking,Completed,137608.0
PAY094319,ORD094319,Net Banking,Failed,308150.0
PAY094320,ORD094320,Debit Card,Completed,472070.0
PAY094321,ORD094321,UPI,Completed,32108.0
PAY094322,ORD094322,UPI,Pending,111292.0
PAY094323,ORD094323,Debit Card,Completed,198877.0
PAY094324,ORD094324,Debit Card,Completed,
PAY094325,ORD094325,UPI,Completed,247174.0
PAY094326,ORD094326,UPI,Completed,
PAY094327,ORD094327,Credit Card,Completed,38887.0
PAY094328,ORD094328,Wallet,Completed,
PAY094329,ORD094329,Wallet,Failed,281767.0
PAY094330,ORD094330,Debit Card,Completed,303247.0
PAY094331,ORD094331,UPI,Completed,
PAY094332,ORD094332,UPI,Completed,339225.0
PAY094333,ORD094333,Credit Card,Completed,20667.0
PAY094334,ORD094334,Wallet,Completed,157621.0
PAY094335,ORD094335,Debit Card,Completed,
PAY094336,ORD094336,Net Banking,Completed,315660.0
PAY094337,ORD094337,Net Banking,Completed,55633.0
PAY094338,ORD094338,UPI,Failed,66649.0
PAY094339,ORD094339,Credit Card,Completed,281608.0
PAY094340,ORD094340,Debit Card,Completed,9966.0
PAY094341,ORD094341,Debit Card,Completed,288483.0
PAY094342,ORD094342,Net Banking,Completed,
PAY094343,ORD094343,Credit Card,Completed,36832.0
PAY094344,ORD094344,Credit Card,Completed,261334.0
PAY094345,ORD094345,Net Banking,Completed,399847.0
PAY094346,ORD094346,Wallet,Completed,377121.0
PAY094347,ORD094347,Debit Card,Completed,141140.0
PAY094348,ORD094348,UPI,Completed,142972.0
PAY094349,ORD094349,Net Banking,Completed,
PAY094350,ORD094350,Debit Card,Completed,610767.0
PAY094351,ORD094351,Credit Card,Completed,269759.0
PAY094352,ORD094352,Credit Card,Failed,94539.0
PAY094353,ORD094353,UPI,Completed,167061.0
PAY094354,ORD094354,Net Banking,Completed,73261.0
PAY094355,ORD094355,Net Banking,Completed,237812.0
PAY094356,ORD094356,Wallet,Completed,52288.0
PAY094357,ORD094357,Debit Card,Completed,82305.0
PAY094358,ORD094358,Debit Card,Completed,121406.0
PAY094359,ORD094359,Credit Card,Completed,735803.0
PAY094360,ORD094360,Credit Card,Completed,711349.0
PAY094361,ORD094361,Wallet,Completed,353822.0
PAY094362,ORD094362,UPI,Completed,272432.0
PAY094363,ORD094363,Credit Card,Completed,215413.0
PAY094364,ORD094364,Wallet,Failed,191204.0
PAY094365,ORD094365,UPI,Completed,
PAY094366,ORD094366,Net Banking,Completed,
PAY094367,ORD094367,Wallet,Completed,57828.0
PAY094368,ORD094368,Debit Card,Completed,470991.0
PAY094369,ORD094369,Debit Card,Completed,
PAY094370,ORD094370,UPI,Completed,164466.0
PAY094371,ORD094371,UPI,Completed,11262.0
PAY094372,ORD094372,Debit Card,Completed,
PAY094373,ORD094373,Wallet,Completed,127899.0
PAY094374,ORD094374,Debit Card,Completed,172321.0
PAY094375,ORD094375,UPI,Completed,
PAY094376,ORD094376,Debit Card,Completed,
PAY094377,ORD094377,Net Banking,Completed,
PAY094378,ORD094378,Net Banking,Completed,21900.0
PAY094379,ORD094379,Credit Card,Completed,92062.0
PAY094380,ORD094380,Net Banking,Failed,36024.0
PAY094381,ORD094381,Wallet,Pending,
PAY094382,ORD094382,Debit Card,Completed,130901.0
PAY094383,ORD094383,Wallet,Completed,906502.0
PAY094384,ORD094384,Credit Card,Completed,
PAY094385,ORD094385,Debit Card,Completed,
PAY094386,ORD094386,Wallet,Failed,6923.0
PAY094387,ORD094387,Credit Card,Completed,511044.0
PAY094388,ORD094388,Net Banking,Completed,
PAY094389,ORD094389,Net Banking,Completed,42768.0
PAY094390,ORD094390,Debit Card,Failed,
PAY094391,ORD094391,Debit Card,Completed,450272.0
PAY094392,ORD094392,UPI,Completed,
PAY094393,ORD094393,Debit Card,Completed,208857.0
PAY094394,ORD094394,UPI,Completed,110552.0
PAY094395,ORD094395,Net Banking,Pending,186358.0
PAY094396,ORD094396,Debit Card,Completed,
PAY094397,ORD094397,UPI,Completed,
PAY094398,ORD094398,Net Banking,Completed,
PAY094399,ORD094399,Wallet,Completed,
PAY094400,ORD094400,Credit Card,Completed,
PAY094401,ORD094401,Credit Card,Pending,589281.0
PAY094402,ORD094402,Wallet,Completed,503454.0
PAY094403,ORD094403,Net Banking,Completed,42646.0
PAY094404,ORD094404,Net Banking,Completed,
PAY094405,ORD094405,Debit Card,Pending,
PAY094406,ORD094406,Wallet,Completed,32568.0
PAY094407,ORD094407,Credit Card,Completed,137421.0
PAY094408,ORD094408,UPI,Completed,348394.0
PAY094409,ORD094409,Wallet,Completed,45332.0
PAY094410,ORD094410,UPI,Completed,529700.0
PAY094411,ORD094411,Debit Card,Failed,91345.0
PAY094412,ORD094412,Credit Card,Completed,471637.0
PAY094413,ORD094413,UPI,Completed,399271.0
PAY094414,ORD094414,Debit Card,Completed,531549.0
PAY094415,ORD094415,Debit Card,Completed,546484.0
PAY094416,ORD094416,UPI,Completed,43654.0
PAY094417,ORD094417,UPI,Completed,305770.0
PAY094418,ORD094418,Debit Card,Completed,317818.0
PAY094419,ORD094419,Wallet,Completed,485236.0
PAY094420,ORD094420,Wallet,Completed,643377.0
PAY094421,ORD094421,Debit Card,Completed,307167.0
PAY094422,ORD094422,Net Banking,Completed,190145.0
PAY094423,ORD094423,Debit Card,Completed,79470.0
PAY094424,ORD094424,UPI,Completed,
PAY094425,ORD094425,Wallet,Completed,
PAY094426,ORD094426,Net Banking,Failed,671987.0
PAY094427,ORD094427,Credit Card,Completed,61432.0
PAY094428,ORD094428,Credit Card,Completed,
PAY094429,ORD094429,Wallet,Completed,
PAY094430,ORD094430,Credit Card,Completed,688230.0
PAY094431,ORD094431,Credit Card,Completed,
PAY094432,ORD094432,UPI,Completed,65581.0
PAY094433,ORD094433,Debit Card,Completed,
PAY094434,ORD094434,Wallet,Failed,94080.0
PAY094435,ORD094435,Credit Card,Completed,
PAY094436,ORD094436,Debit Card,Completed,
PAY094437,ORD094437,Credit Card,Pending,33648.0
PAY094438,ORD094438,Debit Card,Completed,60333.0
PAY094439,ORD094439,Debit Card,Completed,331256.0
PAY094440,ORD094440,Net Banking,Completed,
PAY094441,ORD094441,Debit Card,Completed,56960.0
PAY094442,ORD094442,Net Banking,Completed,
PAY094443,ORD094443,Credit Card,Completed,281340.0
PAY094444,ORD094444,Wallet,Completed,
PAY094445,ORD094445,Net Banking,Completed,13642.0
PAY094446,ORD094446,Credit Card,Failed,169483.0
PAY094447,ORD094447,UPI,Pending,107419.0
PAY094448,ORD094448,Net Banking,Completed,433532.0
PAY094449,ORD094449,Wallet,Completed,20381.0
PAY094450,ORD094450,Credit Card,Completed,
PAY094451,ORD094451,Debit Card,Completed,162579.0
PAY094452,ORD094452,Debit Card,Completed,
PAY094453,ORD094453,Debit Card,Completed,154920.0
PAY094454,ORD094454,Wallet,Completed,396936.0
PAY094455,ORD094455,Debit Card,Completed,65226.0
PAY094456,ORD094456,Net Banking,Completed,202189.0
PAY094457,ORD094457,UPI,Completed,88889.0
PAY094458,ORD094458,Credit Card,Pending,
PAY094459,ORD094459,Net Banking,Completed,42923.0
PAY094460,ORD094460,Wallet,Completed,201807.0
PAY094461,ORD094461,Wallet,Failed,93330.0
PAY094462,ORD094462,Net Banking,Completed,232656.0
PAY094463,ORD094463,UPI,Failed,101979.0
PAY094464,ORD094464,Wallet,Completed,
PAY094465,ORD094465,Debit Card,Completed,392727.0
PAY094466,ORD094466,UPI,Completed,536058.0
PAY094467,ORD094467,UPI,Failed,183060.0
PAY094468,ORD094468,UPI,Completed,84586.0
PAY094469,ORD094469,Wallet,Failed,523433.0
PAY094470,ORD094470,UPI,Completed,497704.0
PAY094471,ORD094471,UPI,Completed,187614.0
PAY094472,ORD094472,Debit Card,Completed,359607.0
PAY094473,ORD094473,Wallet,Completed,656541.0
PAY094474,ORD094474,Net Banking,Completed,524802.0
PAY094475,ORD094475,Wallet,Pending,429902.0
PAY094476,ORD094476,Wallet,Completed,199947.0
PAY094477,ORD094477,Net Banking,Completed,422958.0
PAY094478,ORD094478,Credit Card,Failed,
PAY094479,ORD094479,Wallet,Completed,
PAY094480,ORD094480,Net Banking,Completed,30354.0
PAY094481,ORD094481,Wallet,Completed,86493.0
PAY094482,ORD094482,Net Banking,Failed,273952.0
PAY094483,ORD094483,UPI,Completed,162483.0
PAY094484,ORD094484,Wallet,Pending,
PAY094485,ORD094485,UPI,Completed,
PAY094486,ORD094486,Wallet,Failed,
PAY094487,ORD094487,Credit Card,Failed,18758.0
PAY094488,ORD094488,Debit Card,Completed,
PAY094489,ORD094489,Credit Card,Completed,208998.0
PAY094490,ORD094490,Wallet,Completed,112452.0
PAY094491,ORD094491,Wallet,Completed,190221.0
PAY094492,ORD094492,UPI,Completed,
PAY094493,ORD094493,UPI,Pending,314014.0
PAY094494,ORD094494,Debit Card,Completed,365814.0
PAY094495,ORD094495,Debit Card,Failed,181916.0
PAY094496,ORD094496,Wallet,Completed,121950.0
PAY094497,ORD094497,Wallet,Completed,438782.0
PAY094498,ORD094498,Debit Card,Completed,
PAY094499,ORD094499,Debit Card,Completed,431913.0
PAY094500,ORD094500,Wallet,Completed,
PAY094501,ORD094501,Credit Card,Completed,
